PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL,LATITUDE,LONGITUDE
Single Family Residential,9783 Greenside Ct,Dayton,OH,45458,347000,3,2,Yankee Trace Sec 06a,2014,22215,1997,155,172,134,Active,,,http://www.redfin.com/OH/Washington-Township/9783-Greenside-Ct-45458/home/75990850,39.6043961,-84.1985009
Single Family Residential,1902 Spindletop #224,Washington Township,OH,45458,412000,4,3,The Trails Of Saddle Creek,,12000,2019,157,,75,Active,,,http://www.redfin.com/OH/Washington-Township/1902-Spindletop-Ln-45458/unit-224/home/160496212,39.601873,-84.128572
Single Family Residential,1893 Spindletop #221,Washington Township,OH,45458,395000,3,2,The Trails Of Saddlecreek,,12000,2019,168,,38,Active,,,http://www.redfin.com/OH/Washington-Township/1893-Spindletop-Ln-45458/unit-221/home/160422531,39.6033767,-84.1265102
Vacant Land,740 Abercorn Ct,Dayton,OH,45458,99900,,,Estate/paragon Sec 03,,23086,,171,,,Active,,,http://www.redfin.com/OH/Dayton/740-Abercorn-Ct-45458/home/78992848,39.604118,-84.183382
Single Family Residential,10713 Ashel Ct,Washington Twp,OH,45458,849900,7,4.5,Montgomery Co.,,23522,,179,,91,Active,,,http://www.redfin.com/OH/Dayton/10713-Ashel-Ct-45458/home/100854703,39.5843833,-84.1896248
Single Family Residential,9730 Tibbals Ct,Centerville,OH,45458,399000,5,5,Yankee Trace,3859,14374,1999,233,103,67,Active,,,http://www.redfin.com/OH/Dayton/9730-Tibbals-Ct-45458/home/100900295,39.6051191,-84.2004984
Vacant Land,0 Miller Farm Ln,Washington Twp,OH,45458,95000,,,Montgomery Co.,,,,252,,,Active,,,http://www.redfin.com/OH/Washington-Township/Miller-Farm-Ln-45458/home/148132547,39.626797,-84.169972
Single Family Residential,2018 Buglers Sound,Washington Twp,OH,45458,271600,3,2,Montgomery Co.,,12001,,260,,75,Active,,,http://www.redfin.com/OH/Dayton/2018-Buglers-Sound-45458/home/100856121,39.6025031,-84.1290864
Single Family Residential,1054 W Spring Valley Pike,Centerville,OH,45458,824900,4,5,Mrs,6371,185434,2002,280,129,,Active,,,http://www.redfin.com/OH/Dayton/1054-W-Spring-Valley-Pike-45458/home/75898064,39.6118577,-84.1900958
Vacant Land,11199 Ashbury Meadows Dr,Dayton,OH,45458,61900,,,Ashbury Mdws Sec 3,,27442,,308,,,Active,,,http://www.redfin.com/OH/Centerville/11199-Ashbury-Meadows-Dr-45458/home/75943925,39.584812,-84.196298
Single Family Residential,1994 Stonewater Dr #46,Washington Township,OH,45458,544500,4,4,Wynstone,,13516,,309,,38,Active,,,http://www.redfin.com/OH/Unknown/1994-Stonewater-Dr-45458/unit-46/home/147133826,39.6049539,-84.1265415
Single Family Residential,1731 Country Corner Ln,Washington Township,OH,45458,419900,3,3,Country Cnr Estates,,16117,2018,309,,150,Active,,,http://www.redfin.com/OH/Dayton/1731-Country-Corner-Ln-45458/home/75907156,39.6144546,-84.1376802
Single Family Residential,10863 Mariam Ln,Washington Twp,OH,45458,1175000,5,5,Montgomery Co.,6576,,2013,323,179,92,Active,,,http://www.redfin.com/OH/Dayton/10863-Mariam-Ln-45458/home/82907999,39.585033,-84.191086
Vacant Land,0 Dayton Lebanon Pike,Washington Township,OH,45458,149900,,,Centerville Terrace,,20473,,364,,,Active,,,http://www.redfin.com/OH/Washington-Township/Dayton-Lebanon-Pike-45458/home/75927663,39.599627,-84.162057
Vacant Land,0 Austin Rd,Dayton,OH,45458,475000,,,Mrs,,178988,,378,,,Active,,,http://www.redfin.com/OH/Dayton/0-Austin-RD-45458/home/167118386,39.5978465,-84.1540659
Vacant Land,0 Miller Farm Ln,Washington Township,OH,45458,174900,,,Miller Farm Center Condo,,46757,,389,,,Active,,,http://www.redfin.com/OH/Washington-Township/Miller-Farm-Ln-45458/home/75999845,39.623773,-84.170669
Vacant Land,812 Hidden Branches Dr,Centerville,OH,45459,79000,,,Centerville,,9539,,442,,,Active,,,http://www.redfin.com/OH/Centerville/812-Hidden-Branches-Dr-Unknown/home/145601166,39.6283928,-84.1593818
Vacant Land,1228 Champion Way,Washington Township,OH,45458,69900,,,Bridle Creek Ranch,,15276,,477,,,Active,,,http://www.redfin.com/OH/Unknown/1228-Champions-Xing-45458/home/145277873,39.6058215,-84.1292253
Vacant Land,00 Miller Farm Ln,Washington Township,OH,45458,99900,,,Miller Farm,,58170,,960,,,Active,,,http://www.redfin.com/OH/Dayton/8130-Miller-Farm-Ln-45458/home/164420296,39.6261541,-84.1692571
Vacant Land,980 Wild Horse Dr,Dayton,OH,45458,71900,,,Spring Vlgs Winding Crk,,25003,,994,,,Active,,,http://www.redfin.com/OH/Dayton/980-Wild-Horse-Dr-45458/home/100856901,39.5839927,-84.1552379
Vacant Land,984 Wild Horse Dr,Dayton,OH,45458,73900,,,Spring Vlgs Winding Crk,,24959,,994,,,Active,,,http://www.redfin.com/OH/Dayton/984-Wild-Horse-Dr-45458/home/100856889,39.5839853,-84.1547954
Vacant Land,988 Wild Horse Dr,Dayton,OH,45458,73900,,,Spring Vlgs Winding Crk,,24959,,995,,,Active,,,http://www.redfin.com/OH/Dayton/988-Wild-Horse-Dr-45458/home/100856891,39.5839791,-84.1543554
Vacant Land,992 Wild Horse Dr,Dayton,OH,45458,73900,,,Spring Vlgs Winding Crk,,24959,,1008,,,Active,,,http://www.redfin.com/OH/Dayton/992-Wild-Horse-Dr-45458/home/100856893,39.5839748,-84.1539146
Vacant Land,996 Wild Horse Dr,Dayton,OH,45458,71900,,,Spring Vlgs Winding Crk,,24175,,1009,,,Active,,,http://www.redfin.com/OH/Dayton/996-Wild-Horse-Dr-45458/home/100856895,39.5839731,-84.1534792
Vacant Land,10950 Shallow Creek Ct,Dayton,OH,45458,95900,,,Spring Vlgs Winding Crk,,20691,,1012,,,Active,,,http://www.redfin.com/OH/Dayton/10950-Shallow-Creek-Ct-45458/home/100857010,39.5865842,-84.1534038
Vacant Land,9507 Dayton Lebanon Pike,Centerville,OH,45458,450000,,,"H.r, Office Park",,43560,,1295,,,Active,,,http://www.redfin.com/OH/Washington-Township/9507-Dayton-Lebanon-Pike-45458/home/82903850,39.6055972,-84.1614684
Vacant Land,9 Sprinters Xing,Centerville,OH,45458,89900,,,Montgomery Co.,,,,1362,,,Active,,,http://www.redfin.com/OH/SUGARCRK-TWP/9-Sprinters-XING-45458/home/165783875,39.5978465,-84.1540659
Vacant Land,1283 Timberhawk Trl,Centerville,OH,45458,99000,,,Quail Run,,87120,,1514,,,Active,,,http://www.redfin.com/OH/Dayton/1283-Timberhawk-Trl-45458/home/82901270,39.606223,-84.142235
Single Family Residential,1885 Spindletop Ln,Centerville,OH,45458,415112,4,2.5,The Trails Of Saddle Creek,2610,,2019,76,159,,Active,,,http://www.redfin.com/OH/Washington-Township/1885-Spindletop-Ln-45458/home/166249093,39.601873,-84.128572
Single Family Residential,1981 Spindletop Ln,Centerville,OH,45458,435000,4,2.5,The Trails Of Saddle Creek,2653,,2019,88,164,,Active,,,http://www.redfin.com/OH/Washington-Township/1981-Spindletop-Ln-45458/home/164363436,39.601873,-84.128572
Single Family Residential,10066 Cobble Brook Dr,Centerville,OH,45458,379000,4,3.5,Creekside at Winding Creek,3010,,2019,93,126,,Active,,,http://www.redfin.com/OH/Washington-Township/10066-Cobble-Brook-Dr-45458/home/163544964,39.577611,-84.16081
Single Family Residential,1764 Wandering Way Stream Way,Springboro,OH,45066,319000,3,2,Turning Leaf at Winding Creek,2450,,2019,125,130,,Active,,,http://www.redfin.com/OH/Springboro/1764-Wandering-Way-Stream-WAY-45066/home/160744688,39.576601,-84.154842
Single Family Residential,2047 Stonewater Dr,Centerville,OH,45458,713868,4,3.5,Wynstone,3908,,2017,617,183,,Active,,,http://www.redfin.com/OH/Centerville/2047-Stonewater-Dr-45458/home/113025254,39.6064301,-84.125525
Single Family Residential,Hudson,Springboro,OH,45066,336000,3,2.5,Turning Leaf at Winding Creek,2718,,,,124,,Active,,,http://www.redfin.com/OH/Springboro/Turning-Leaf-at-Winding-Creek/Hudson/home/160403466,39.576601,-84.154842
Single Family Residential,Roanoke,Springboro,OH,45066,358000,3,2.5,The Oaks at Winding Creek,2756,,,,130,,Active,,,http://www.redfin.com/OH/Springboro/The-Oaks-at-Winding-Creek/Roanoke/home/167130675,39.576601,-84.154842
Single Family Residential,Normandy,Springboro,OH,45066,410000,4,3.5,The Oaks at Winding Creek,3765,,,,109,,Active,,,http://www.redfin.com/OH/Springboro/The-Oaks-at-Winding-Creek/Normandy/home/160289356,39.57664,-84.154835
Single Family Residential,Cheswicke,Washington Township,OH,45458,346995,3,2,The Trails Of Saddle Creek,2188,,,,159,,Active,,,http://www.redfin.com/OH/Washington-Township/The-Trails-Of-Saddle-Creek/Cheswicke/home/148528689,39.601873,-84.128572
Single Family Residential,Hudson,Centerville,OH,45458,342000,4,2,Creekside at Winding Creek,2718,,,,126,,Active,,,http://www.redfin.com/OH/Dayton/Creekside-at-Winding-Creek/Hudson/home/167177298,39.576111,-84.1559072
Single Family Residential,Springmanor,Springboro,OH,45066,353000,3,2,The Oaks at Winding Creek,2090,,,,169,,Active,,,http://www.redfin.com/OH/Springboro/The-Oaks-at-Winding-Creek/Springmanor/home/160289361,39.57664,-84.154835
Single Family Residential,Lehigh,Centerville,OH,45458,352000,4,2,Creekside at Winding Creek,3010,,,,117,,Active,,,http://www.redfin.com/OH/Dayton/Creekside-at-Winding-Creek/Lehigh/home/160289366,39.577611,-84.16081
Single Family Residential,Tolbert,Centerville,OH,45458,426495,3,2.5,Wynstone,2832,,,,151,,Active,,,http://www.redfin.com/OH/Centerville/Wynstone/Tolbert/home/113684829,39.60643,-84.125525
Single Family Residential,Thorton,Centerville,OH,45458,412495,2,2,Wynstone,2457,,,,168,,Active,,,http://www.redfin.com/OH/Centerville/Wynstone/Thorton/home/113616526,39.60643,-84.125525
Single Family Residential,Powell,Springboro,OH,45066,332000,4,2.5,The Oaks at Winding Creek,2454,,,,135,,Active,,,http://www.redfin.com/OH/Springboro/The-Oaks-at-Winding-Creek/Powell/home/167061350,39.57664,-84.154835
Single Family Residential,Serenity,Centerville,OH,45458,404495,2,2.5,Wynstone,2335,,,,173,,Active,,,http://www.redfin.com/OH/Centerville/Wynstone/Serenity/home/113550811,39.60643,-84.125525
Single Family Residential,Nicholas,Centerville,OH,45458,421495,4,2.5,Wynstone,3317,,,,127,,Active,,,http://www.redfin.com/OH/Centerville/Wynstone/Nicholas/home/113550812,39.60643,-84.125525
Single Family Residential,Monroe,Centerville,OH,45458,469495,4,2.5,Wynstone,3845,,,,122,,Active,,,http://www.redfin.com/OH/Centerville/Wynstone/Monroe/home/113684832,39.60643,-84.125525
Single Family Residential,Ellsworth,Centerville,OH,45458,538495,4,4.5,Wynstone,4585,,,,117,,Active,,,http://www.redfin.com/OH/Centerville/Wynstone/Ellsworth/home/145237555,39.6064301,-84.125525
Single Family Residential,Keating,Centerville,OH,45458,456495,4,2.5,Wynstone,3535,,,,129,,Active,,,http://www.redfin.com/OH/Centerville/Wynstone/Keating/home/113684831,39.60643,-84.125525
Single Family Residential,Normandy,Centerville,OH,45458,392000,4,3.5,Creekside at Winding Creek,3765,,,,104,,Active,,,http://www.redfin.com/OH/Dayton/Creekside-at-Winding-Creek/Normandy/home/160289369,39.577611,-84.16081
Single Family Residential,Cheswicke,Centerville,OH,45458,372495,3,2,Wynstone,2188,,,,170,,Active,,,http://www.redfin.com/OH/Centerville/Wynstone/Cheswicke/home/113656742,39.60643,-84.125525
Single Family Residential,Bethany,Centerville,OH,45458,467495,4,3.5,Wynstone,3335,,,,140,,Active,,,http://www.redfin.com/OH/Centerville/Wynstone/Bethany/home/113668687,39.60643,-84.125525
Single Family Residential,Thorton,Washington Township,OH,45458,386995,2,2,The Trails Of Saddle Creek,2457,,,,158,,Active,,,http://www.redfin.com/OH/Washington-Township/The-Trails-Of-Saddle-Creek/Thorton/home/163832040,39.601873,-84.128572
Single Family Residential,Aviano,Springboro,OH,45066,288000,3,2,Turning Leaf at Winding Creek,1566,,,,184,,Active,,,http://www.redfin.com/OH/Springboro/Turning-Leaf-at-Winding-Creek/Aviano/home/160403468,39.576601,-84.154842
Single Family Residential,Ainsley II,Centerville,OH,45458,436495,4,2.5,Wynstone,3175,,,,137,,Active,,,http://www.redfin.com/OH/Centerville/Wynstone/Ainsley-II/home/113516343,39.60643,-84.125525
Single Family Residential,Palladio Ranch,Springboro,OH,45066,339000,2,2,Turning Leaf at Winding Creek,1947,,,,174,,Active,,,http://www.redfin.com/OH/Springboro/Turning-Leaf-at-Winding-Creek/Palladio-Ranch/home/160403465,39.576601,-84.154842
Single Family Residential,Powell,Centerville,OH,45458,322000,4,2.5,Creekside at Winding Creek,2637,,,,122,,Active,,,http://www.redfin.com/OH/Dayton/Creekside-at-Winding-Creek/Powell/home/166800673,39.576111,-84.1559072
Single Family Residential,Sorrel Classic,Washington Township,OH,45458,342995,4,2.5,The Trails Of Saddle Creek,2610,,,,131,,Active,,,http://www.redfin.com/OH/Washington-Township/The-Trails-Of-Saddle-Creek/Sorrel-Classic/home/148528690,39.601873,-84.128572
Single Family Residential,Morrison,Washington Township,OH,45458,348995,4,2.5,The Trails Of Saddle Creek,2894,,,,121,,Active,,,http://www.redfin.com/OH/Washington-Township/The-Trails-Of-Saddle-Creek/Morrison/home/148528691,39.601873,-84.128572
Single Family Residential,Fairview,Washington Township,OH,45458,378995,4,2.5,The Trails Of Saddle Creek,3322,,,,114,,Active,,,http://www.redfin.com/OH/Washington-Township/The-Trails-Of-Saddle-Creek/Fairview/home/148528692,39.601873,-84.128572
Single Family Residential,Nicholas,Washington Township,OH,45458,384995,4,2.5,The Trails Of Saddle Creek,3317,,,,116,,Active,,,http://www.redfin.com/OH/Washington-Township/The-Trails-Of-Saddle-Creek/Nicholas/home/160499679,39.601873,-84.128572
Single Family Residential,Dillon,Washington Township,OH,45458,357995,4,3.5,The Trails Of Saddle Creek,2913,,,,123,,Active,,,http://www.redfin.com/OH/Washington-Township/The-Trails-Of-Saddle-Creek/Dillon/home/148528693,39.601873,-84.128572
Single Family Residential,Monroe,Washington Township,OH,45458,429995,4,2.5,The Trails Of Saddle Creek,3845,,,,112,,Active,,,http://www.redfin.com/OH/Washington-Township/The-Trails-Of-Saddle-Creek/Monroe/home/160499680,39.601873,-84.128572
Single Family Residential,Ainsley II,Washington Township,OH,45458,401995,4,3.5,The Trails Of Saddle Creek,3175,,,,127,,Active,,,http://www.redfin.com/OH/Washington-Township/The-Trails-Of-Saddle-Creek/Ainsley-II/home/160499681,39.601873,-84.128572
Single Family Residential,Columbia,Springboro,OH,45066,320000,4,2.5,Turning Leaf at Winding Creek,2423,,,,132,,Active,,,http://www.redfin.com/OH/Springboro/Turning-Leaf-at-Winding-Creek/Columbia/home/160289358,39.576601,-84.154842
Single Family Residential,Cooke,Washington Township,OH,45458,345995,4,2.5,The Trails Of Saddle Creek,2624,,,,132,,Active,,,http://www.redfin.com/OH/Washington-Township/The-Trails-Of-Saddle-Creek/Cooke/home/148528694,39.601873,-84.128572
Single Family Residential,Ballenger,Dayton,OH,45458,281000,4,2.5,The Legacy at Winding Creek,2114,,,,133,,Active,,,http://www.redfin.com/OH/Dayton/The-Legacy-at-Winding-Creek/Ballenger/home/160289364,39.577611,-84.16081
Single Family Residential,Clayton,Washington Township,OH,45458,324995,3,2,The Trails Of Saddle Creek,1927,,,,169,,Active,,,http://www.redfin.com/OH/Washington-Township/The-Trails-Of-Saddle-Creek/Clayton/home/148528695,39.601873,-84.128572
Single Family Residential,Allegheny,Dayton,OH,45458,268000,4,2.5,The Legacy at Winding Creek,1823,,,,147,,Active,,,http://www.redfin.com/OH/Dayton/The-Legacy-at-Winding-Creek/Allegheny/home/160289365,39.577611,-84.16081
Single Family Residential,Barrett,Washington Township,OH,45458,384995,4,2.5,The Trails Of Saddle Creek,3076,,,,125,,Active,,,http://www.redfin.com/OH/Washington-Township/The-Trails-Of-Saddle-Creek/Barrett/home/148528696,39.601873,-84.128572
Single Family Residential,Adams,Washington Township,OH,45458,370995,3,3.5,The Trails Of Saddle Creek,2454,,,,151,,Active,,,http://www.redfin.com/OH/Washington-Township/The-Trails-Of-Saddle-Creek/Adams/home/148528697,39.601873,-84.128572
Single Family Residential,Pisa Torre,Dayton,OH,45458,262000,3,2,The Legacy at Winding Creek,1407,,,,186,,Active,,,http://www.redfin.com/OH/Dayton/The-Legacy-at-Winding-Creek/Pisa-Torre/home/161103047,39.576111,-84.1559072
Single Family Residential,Serenity,Washington Township,OH,45458,381995,2,2.5,The Trails Of Saddle Creek,2335,,,,164,,Active,,,http://www.redfin.com/OH/Washington-Township/The-Trails-Of-Saddle-Creek/Serenity/home/160499678,39.601873,-84.128572
Single Family Residential,Lehigh,Springboro,OH,45066,349000,4,2,Turning Leaf at Winding Creek,3010,,,,116,,Active,,,http://www.redfin.com/OH/Springboro/Turning-Leaf-at-Winding-Creek/Lehigh/home/160289357,39.576601,-84.154842
Single Family Residential,Sienna,Dayton,OH,45458,244000,3,2.5,The Legacy at Winding Creek,1680,,,,145,,Active,,,http://www.redfin.com/OH/Dayton/The-Legacy-at-Winding-Creek/Sienna/home/160289363,39.577611,-84.16081
Single Family Residential,Columbia,Dayton,OH,45458,306000,4,2.5,The Legacy at Winding Creek,2423,,,,126,,Active,,,http://www.redfin.com/OH/Dayton/The-Legacy-at-Winding-Creek/Columbia/home/160289362,39.577611,-84.16081
Single Family Residential,2371 Osage Trl,Wadsworth,OH,44281,564800,4,4.5,Osage Lake Estate,5780,252212,1996,85,98,48,Active,,,http://www.redfin.com/OH/Wadsworth/2371-Osage-Trl-44281/home/70506065,41.063636,-81.773491
Single Family Residential,1024 Clark Rd,Wadsworth,OH,44281,214900,3,2.5,Wadsworth,2370,12196,1978,1,91,,Active,,,http://www.redfin.com/OH/Wadsworth/1024-Clark-Rd-44281/home/66221282,41.0508916,-81.7362885
Single Family Residential,258 Tolbert St,Wadsworth,OH,44281,135000,3,2,Wadsworth,1430,10454,1952,1,94,,Pre On-Market,,,http://www.redfin.com/OH/Wadsworth/258-Tolbert-St-44281/home/70511892,41.0343752,-81.7350916
Single Family Residential,1614 Buckhurst Run,Wadsworth,OH,44281,255000,3,2,Tiberon Trace Sub Ph 5,3206,13939,2016,2,80,22,Active,,,http://www.redfin.com/OH/Wadsworth/1614-Buckhurst-Run-44281/home/103994750,41.0651978,-81.7188032
Single Family Residential,1125 Kings Ridge Blvd,Wadsworth,OH,44281,550000,5,4.5,Reserve At Kings Ridge,5303,87120,2004,2,104,,Active,July-28-2019 02:30 PM,July-28-2019 04:00 PM,http://www.redfin.com/OH/Wadsworth/1125-Kings-Ridge-Blvd-44281/home/63714130,41.1316587,-81.7272685
Single Family Residential,178 Wolf Ave,Wadsworth,OH,44281,159900,3,1,Wadsworth,1654,19166,1949,4,97,,Active,,,http://www.redfin.com/OH/Wadsworth/178-Wolf-Ave-44281/home/66178842,41.0378521,-81.7317573
Single Family Residential,394 N Lyman St,Wadsworth,OH,44281,119900,3,1,Wadsworth,1222,6534,1920,4,98,,Active,July-27-2019 01:00 PM,July-27-2019 03:00 PM,http://www.redfin.com/OH/Wadsworth/394-N-Lyman-St-44281/home/70513804,41.0334249,-81.727867
Single Family Residential,350 Brookpoint Cir,Wadsworth,OH,44281,296000,4,3,Springbrooke Allotment Ph I,2968,13503,1989,4,100,,Pre On-Market,August-1-2019 05:00 PM,August-1-2019 07:00 PM,http://www.redfin.com/OH/Wadsworth/350-Brookpoint-Cir-44281/home/70510774,41.0519221,-81.7391952
Single Family Residential,6363 Beach,Sharon Center,OH,44281,159900,3,1,Sharon Center,1440,131551,1940,5,111,,Active,,,http://www.redfin.com/OH/Sharon-Center/6363-Beach-Unknown/home/160387388,41.101718,-81.754635
Single Family Residential,786 Robin Dr,Wadsworth,OH,44281,169000,3,2,Wadsworth,1754,21780,1959,8,96,,Active,,,http://www.redfin.com/OH/Wadsworth/786-Robin-Dr-44281/home/70519083,41.015274,-81.7051822
Single Family Residential,7696 Boneta Rd,Wadsworth,OH,44281,265000,3,3,Sharon,1800,87120,1978,8,147,,Active,,,http://www.redfin.com/OH/Wadsworth/7696-Boneta-Rd-44281/home/66478249,41.0646124,-81.7778904
Single Family Residential,492 Arcadia Rd,Wadsworth,OH,44281,243338,3,2.5,Bayberry Estates,2185,11325,2005,9,111,50,Active,,,http://www.redfin.com/OH/Wadsworth/492-Arcadia-Rd-44281/home/70464792,41.0058665,-81.7159491
Single Family Residential,329 Great Oaks Trl,Wadsworth,OH,44281,192500,3,2.5,Chestnut Meadows,2682,13068,1979,9,72,,Active,July-28-2019 12:00 PM,July-28-2019 02:00 PM,http://www.redfin.com/OH/Wadsworth/329-Great-Oaks-Trl-44281/home/70510805,41.04862,-81.73812
Single Family Residential,575 Trease Rd,Wadsworth,OH,44281,349900,4,3.5,Township/Wadsworth 8,2404,24829,2019,9,146,,Active,,,http://www.redfin.com/OH/Wadsworth/575-Trease-Rd-44281/home/167559069,41.0122233,-81.7480974
Single Family Residential,2603 Blake Rd,Wadsworth,OH,44281,254000,4,2,Wadsworth 09,1850,130680,1973,11,137,,Active,,,http://www.redfin.com/OH/Wadsworth/2603-Blake-Rd-44281/home/70508271,41.046417,-81.7818848
Single Family Residential,7176 Harps Mill Dr,Wadsworth,OH,44281,529000,4,3.5,Harps Mill,4594,87991,2005,11,115,13,Active,July-28-2019 12:00 PM,July-28-2019 02:00 PM,http://www.redfin.com/OH/Wadsworth/7176-Harps-Mill-Dr-44281/home/70465874,41.0799358,-81.7112039
Townhouse,142 King St,Wadsworth,OH,44281,119900,5,3,Wadsworth,2632,4791,1911,11,46,,Pre On-Market,,,http://www.redfin.com/OH/Wadsworth/142-King-St-44281/home/70513230,41.0267845,-81.731287
Single Family Residential,94 Hahns Way,Wadsworth,OH,44281,514500,4,3.5,Townes End Estates,2994,90604,2001,13,172,,Active,,,http://www.redfin.com/OH/Wadsworth/94-Hahns-Way-44281/home/66648034,41.0601677,-81.6911131
Townhouse,241-243 Chestnut St,Wadsworth,OH,44281,99900,4,2,Wadsworth,1392,4791,1954,14,72,,Active,,,http://www.redfin.com/OH/Wadsworth/241-Chestnut-St-44281/unit-243/home/70518311,41.0192611,-81.7243775
Condo/Co-op,408 Shannon Dr,Wadsworth,OH,44281,199000,2,2,Meadows Condo,1523,,1991,14,131,220,Active,,,http://www.redfin.com/OH/Wadsworth/408-Shannon-Dr-44281/unit-17/home/70514011,41.03829,-81.7186889
Single Family Residential,163 Euclid Ave,Wadsworth,OH,44281,114500,3,1,Wadsworth,1028,8276,1947,15,111,,Active,,,http://www.redfin.com/OH/Wadsworth/163-Euclid-Ave-44281/home/66271612,41.0353007,-81.7313908
Single Family Residential,7197 Colonial Hills Dr,Wadsworth,OH,44281,799000,5,5.5,Colonial Hills,8012,90169,2001,15,100,,Active,,,http://www.redfin.com/OH/Wadsworth/7197-Colonial-Hills-Dr-44281/home/66345197,41.0788021,-81.741311
Single Family Residential,5860 Mcclelland Ct,Sharon,OH,44281,599000,5,4.5,Estates At Woodfield,4871,92782,2013,15,123,42,Active,,,http://www.redfin.com/OH/Wadsworth/5860-McClelland-Ct-44281/home/66708709,41.1167247,-81.7092251
Single Family Residential,167 Gordon Ave,Wadsworth,OH,44281,129900,3,1,Wadsworth,1756,7840,1928,15,74,,Active,,,http://www.redfin.com/OH/Wadsworth/167-Gordon-Ave-44281/home/66196714,41.0275066,-81.7163233
Single Family Residential,228 Duane Ln,Wadsworth,OH,44281,249900,4,3.5,Fawn Mdws,3212,10454,2006,15,78,,Active,July-28-2019 02:00 PM,July-28-2019 03:30 PM,http://www.redfin.com/OH/Wadsworth/228-Duane-Ln-44281/home/66178833,41.0091129,-81.7255584
Single Family Residential,7439 Harps Mill Dr,Wadsworth,OH,44281,574900,4,3.5,Harps Mill,3100,87120,2019,16,185,13,Active,,,http://www.redfin.com/OH/Wadsworth/7439-Harps-Mill-Dr-44281/home/144780158,41.072496,-81.713265
Single Family Residential,1543 Mchugh Ln,Wadsworth,OH,44281,849000,3,2.5,Hidden Lakes Of Sharon Sub Ph 1,3000,99752,2019,16,283,29,Active,,,http://www.redfin.com/OH/Wadsworth/Unknown-44281/home/144779843,41.122145,-81.74176
Vacant Land,5713 Graven Way,Wadsworth,OH,44281,199000,,,Hidden Lakes Of Sharon Sub Ph 1,,131115,,16,,29,Active,,,http://www.redfin.com/OH/Sharon-Township/Graven-Way-44281/home/113206683,41.119703,-81.74333
Vacant Land,568 Cello Cir,Wadsworth,OH,44281,125000,,,Harps Mill,,88426,,16,,13,Active,,,http://www.redfin.com/OH/Sharon-Township/Cello-Cir-44281/home/144780165,41.075222,-81.708059
Vacant Land,581 Cello Cir,Wadsworth,OH,44281,122500,,,Harps Mill,,112384,,16,,13,Active,,,http://www.redfin.com/OH/Sharon-Township/Cello-Cir-44281/home/144780164,41.073665,-81.708619
Vacant Land,7415 Harps Mill Dr,Wadsworth,OH,44281,107500,,,Harps Mill,,91476,,16,,13,Active,,,http://www.redfin.com/OH/Wadsworth/7415-Harps-Mill-Dr-44281/home/144780161,41.072527,-81.710171
Vacant Land,7431 Harps Mill Dr,Wadsworth,OH,44281,95000,,,Harps Mill,,87120,,16,,13,Active,,,http://www.redfin.com/OH/Wadsworth/7431-Harps-Mill-Dr-44281/home/144780159,41.072462,-81.712256
Vacant Land,7434 Harps Mill Dr,Wadsworth,OH,44281,95000,,,Harps Mill,,91911,,16,,13,Active,,,http://www.redfin.com/OH/Wadsworth/7434-Harps-Mill-Dr-44281/home/144449983,41.07359,-81.712933
Single Family Residential,437 High St,Wadsworth,OH,44281,149900,3,1.5,Wadsworth,1324,23958,1875,16,113,,Active,July-28-2019 01:00 PM,July-28-2019 02:30 PM,http://www.redfin.com/OH/Wadsworth/437-High-St-44281/home/70513749,41.0347551,-81.7288182
Single Family Residential,2328 Heights Dr,Wadsworth,OH,44281,699900,4,3,Sharon Heights Sub,4907,87991,2015,17,143,,Active,July-28-2019 01:00 PM,July-28-2019 03:00 PM,http://www.redfin.com/OH/Wadsworth/2328-Heights-Dr-44281/home/66554389,41.0694964,-81.7718236
Single Family Residential,1432 State Rd,Wadsworth,OH,44281,246000,3,2.5,Greenbrier Farms,2470,24829,1987,17,100,,Active,July-28-2019 01:00 PM,July-28-2019 02:30 PM,http://www.redfin.com/OH/Wadsworth/1432-State-Rd-44281/home/70513338,41.0620749,-81.7291923
Single Family Residential,1529 Brentfield Dr NW,Wadsworth,OH,44281,449900,4,3.5,Tiberon Trace,3698,10890,2017,17,122,22,Active,,,http://www.redfin.com/OH/Wadsworth/1529-Brentfield-Dr-44281/home/104140067,41.064211,-81.7186749
Single Family Residential,3657 Kalie Cir,Wadsworth,OH,44281,358400,4,2.5,Guilford Farms,3212,98445,1998,18,112,,Active,July-28-2019 02:00 PM,July-28-2019 04:00 PM,http://www.redfin.com/OH/Wadsworth/3657-Kalie-Cir-44281/home/66184523,41.0451541,-81.8201092
Single Family Residential,540 Plum Creek Dr,Wadsworth,OH,44281,209900,3,2.5,Wadsworth,1859,11761,1993,18,113,,Active,,,http://www.redfin.com/OH/Wadsworth/540-Plum-Creek-Dr-44281/home/66530464,41.0129209,-81.7518466
